"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geoData";
"14838";"«Метро Бауманская», Бакунинская улица (от центра)";"37.6797757172126";"55.7734046276091";"Бакунинская улица";"Центральный административный округ";"Басманный район";"АТ88; Тб22; АМ3; АТ25";"Метро Бауманская";"от центра";"нет";"";"активна";"1725270";"{type=Point, coordinates=[37.6797757172126, 55.7734046276091]}";
"14848";"«2-й Хорошевский пр.», Хорошёвское шоссе (в центр)";"37.5397494949816";"55.7745490492695";"Хорошёвское шоссе";"Северный административный округ";"Хорошёвский район";"А27; А64; А39; АМ6";"2-й Хорошевский пр.";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725271";"{type=Point, coordinates=[37.5397494949816, 55.7745490492695]}";
"10922";"«Секерино», проезд без названия (в центр)";"37.1543834917797";"55.4175964932287";"проезд без названия";"Троицкий административный округ";"поселение Михайлово-Ярцевское";"А874; А512; А531";"Секерино";"в центр";"нет";"";"активна";"1725272";"{type=Point, coordinates=[37.1543834917797, 55.4175964932287]}";
"14767";"«Городской сборный пункт», Угрешская улица (от центра)";"37.688499510939";"55.7131767527144";"Угрешская улица";"Юго-Восточный административный округ";"район Печатники";"А161; А703; А736; А193";"Городской сборный пункт";"от центра";"нет";"";"активна";"1725273";"{type=Point, coordinates=[37.688499510939, 55.7131767527144]}";
"14777";"«Ул. Богданова, 58», Производственная улица (от центра)";"37.3866947772777";"55.6478988536923";"Производственная улица";"Западный административный округ";"район Солнцево";"А862; А734; А686; А518; А788";"Ул. Богданова, 58";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725274";"{type=Point, coordinates=[37.3866947772777, 55.6478988536923]}";
"14794";"«5-я ул. Соколиной горы», 5-я улица Соколиной Горы (в центр) (2)";"37.7443918687617";"55.7660563459262";"5-я улица Соколиной Горы";"Восточный административный округ";"район Соколиная Гора";"А36";"5-я ул. Соколиной горы";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725278";"{type=Point, coordinates=[37.7443918687617, 55.7660563459262]}";
"14795";"«5-я ул. Соколиной горы», улица Уткина (в центр)";"37.7451021622139";"55.7653676548612";"улица Уткина";"Восточный административный округ";"район Соколиная Гора";"А36";"5-я ул. Соколиной горы";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725279";"{type=Point, coordinates=[37.7451021622139, 55.7653676548612]}";
"14802";"«Полиграфический колледж», улица Красная Сосна (от центра)";"37.67959488502";"55.8510101890735";"улица Красная Сосна";"Северо-Восточный административный округ";"Ярославский район";"А834";"Полиграфический колледж";"от центра";"нет";"";"активна";"1725280";"{type=Point, coordinates=[37.679594916028, 55.85100982124]}";
"16222";"«АЗС», Боровское шоссе (в центр)";"37.2354090638433";"55.592926974294";"Боровское шоссе";"Новомосковский административный округ";"поселение Марушкинское";"А611; А878; А889; А526; А32; А950; А964";"АЗС";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725281";"{type=Point, coordinates=[37.2354090638433, 55.592926974294]}";
"16223";"«Внуково (3)», Центральная улица (в центр)";"37.2419523968623";"55.5966258984808";"Центральная улица";"Западный административный округ";"район Внуково";"А611; А878; А889; А526; А32; А950; А964";"Внуково-3";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725282";"{type=Point, coordinates=[37.2419523968623, 55.5966258984808]}";
"16224";"«Внуковский з-д (к/ст)», Заводское шоссе (в центр)";"37.2524738794272";"55.6047704192031";"Заводское шоссе";"Западный административный округ";"район Внуково";"А611; А889; А750; А32; А272";"Внуковский з-д (к/ст)";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725283";"{type=Point, coordinates=[37.2524738794272, 55.6047704192031]}";
"15362";"«Торговый комплекс Город (пос.)», Рязанский проспект (в центр) (1)";"37.7290345913224";"55.7310402216313";"Рязанский проспект";"Юго-Восточный административный округ";"Нижегородский район";"А143; А279; А29К; А805; А51; АТ26; А29; АМ7; АМ27; АТ63; АН7";"Торговый комплекс Город (пос.)";"в центр";"нет";"";"активна";"1725284";"{type=Point, coordinates=[37.7290345913224, 55.7310402216313]}";
"13451";"«Метро Речной вокзал», Фестивальная улица (от центра)";"37.4768745463232";"55.8545604040579";"Фестивальная улица";"Северный административный округ";"район Левобережный";"А801; А90";"Метро Речной вокзал";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725286";"{type=Point, coordinates=[37.476874577932, 55.854560036211]}";
"13452";"«Никитские ворота - ТАСС», Большая Никитская улица (в центр)";"37.597006926662";"55.7571547673123";"Большая Никитская улица";"Центральный административный округ";"Пресненский район";"А39; АМ6";"Никитские ворота - ТАСС";"в центр";"да";"ЗАО «Валль СНГ»";"активна";"1725287";"{type=Point, coordinates=[37.597006957009, 55.757154398875]}";
"13453";"«Ножовый пер.», Большая Никитская улица (в центр)";"37.590432302218";"55.7576550483989";"Большая Никитская улица";"Центральный административный округ";"Пресненский район";"А39; АМ6";"Ножовый пер.";"в центр";"да";"ООО «Праймсайт»";"активна";"1725288";"{type=Point, coordinates=[37.590432332998, 55.757654679811]}";
"13454";"«Скарятинский пер.», Большая Никитская улица (в центр)";"37.5877077605192";"55.7580972888605";"Большая Никитская улица";"Центральный административный округ";"Пресненский район";"А39; АМ6";"Скарятинский пер.";"в центр";"да";"ООО «Праймсайт»";"активна";"1725289";"{type=Point, coordinates=[37.587707791262, 55.758096920702]}";
"13462";"«Метро Электрозаводская», Большая Семёновская улица (в центр)";"37.7068522189482";"55.7823554617339";"Большая Семёновская улица";"Восточный административный округ";"район Соколиная Гора";"АМ3; АТ25; АН3; АТ32";"Метро Электрозаводская";"в центр";"да";"ООО «Праймсайт»";"активна";"1725290";"{type=Point, coordinates=[37.7068522189482, 55.7823554617339]}";
"13463";"«Метро Электрозаводская», Большая Семёновская улица (в центр) (1)";"37.7072005946808";"55.7823295346596";"Большая Семёновская улица";"Восточный административный округ";"район Соколиная Гора";"А59";"Метро Электрозаводская";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725291";"{type=Point, coordinates=[37.70720062514, 55.782329166387]}";
"13476";"«Богородское (выс., пос.)», 1-я Мясниковская улица (в центр)";"37.7021718785152";"55.8166891801257";"1-я Мясниковская улица";"Восточный административный округ";"район Богородское";"Тм29; Тм2; Тм4л; Тм4п; Тм46; Тм11; Тм13; Тм7; Тм36; Тм25";"Богородское (выс., пос.)";"в центр";"нет";"";"активна";"1725292";"{type=Point, coordinates=[37.7021718785152, 55.8166891801257]}";
"13477";"«Платф. Косино», Большая Косинская улица (в центр)";"37.8496215705226";"55.7057561152204";"Большая Косинская улица";"Восточный административный округ";"район Косино-Ухтомский";"А722; А747; А772; А744; А808; А613; А773; А723";"Платф. Косино";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725293";"{type=Point, coordinates=[37.8496215705226, 55.7057561152204]}";
"3260";"«Кавказский бульв.», Пролетарский проспект (в центр)";"37.6620075288673";"55.630330912117";"Пролетарский проспект";"Южный административный округ";"район Царицыно";"А150; А164; А217; А220; А663; А701; А839; Тб11; Тб11к; А220к";"Кавказский бульв.";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725294";"{type=Point, coordinates=[37.662007559294, 55.630330543165]}";
"3261";"«Метро Кантемировская», Пролетарский проспект (в центр) (3)";"37.6563786982442";"55.6364398646764";"Пролетарский проспект";"Южный административный округ";"район Царицыно";"А221; А150";"Метро Кантемировская";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725295";"{type=Point, coordinates=[37.65637872833, 55.636439495569]}";
"15346";"«Ул. Мещерякова», улица Свободы (от центра)";"37.453592453946";"55.8318107869292";"улица Свободы";"Северо-Западный административный округ";"район Покровское-Стрешнево";"А62; А102; А678; АТ; А248; Тб70; А96";"Ул. Мещерякова";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725297";"{type=Point, coordinates=[37.453592453946, 55.8318107869292]}";
"15347";"«Ул. Мещерякова (пос.)», улица Свободы (в центр)";"37.4533778899497";"55.8327535400482";"улица Свободы";"Северо-Западный административный округ";"район Покровское-Стрешнево";"А62; А248; Тб70";"Ул. Мещерякова (пос.)";"в центр";"нет";"";"активна";"1725298";"{type=Point, coordinates=[37.4533778899497, 55.8327535400482]}";
"15353";"«Детская п-ка», Новощукинская улица (в центр)";"37.4530515668622";"55.8055549778396";"Новощукинская улица";"Северо-Западный административный округ";"район Щукино";"Тм21; Тм10; Тм15; Тм31; Тм30; Тм6; Тм27; Тм23; Тм28";"Детская п-ка";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725300";"{type=Point, coordinates=[37.4530515668622, 55.8055549778396]}";
"15354";"«Детская п-ка», Новощукинская улица (от центра) (2)";"37.4534596521447";"55.8056472869592";"Новощукинская улица";"Северо-Западный административный округ";"район Щукино";"Тм21; Тм10; Тм15; Тм31; Тм30; Тм6; Тм27; Тм23; Тм28";"Детская п-ка";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725301";"{type=Point, coordinates=[37.4534596521447, 55.8056472869592]}";
"15355";"«Платф. Лианозово (пос.)», Лианозовский проезд (в центр)";"37.5529755541287";"55.8976611124996";"Лианозовский проезд";"Северо-Восточный административный округ";"район Лианозово";"А867; А92; А98; А284; А685; А774; А836; А928; А136";"Платф. Лианозово (пос.)";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725302";"{type=Point, coordinates=[37.5529755541287, 55.8976611124996]}";
"15356";"«Поликлиника № 116», 3-й Сыромятнический переулок (в центр) (2)";"37.6639987606214";"55.7533963364376";"3-й Сыромятнический переулок";"Центральный административный округ";"Басманный район";"Тм20";"Поликлиника № 116";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725303";"{type=Point, coordinates=[37.663998791685, 55.753395967816]}";
"14740";"«Ул. 1-го Мая», улица Чернышевского (от центра)";"37.1737246860349";"55.973631073311";"улица Чернышевского";"Зеленоградский административный округ";"район Крюково";"АЗ-25; АЗ-28; АЗ-32К; АЗ-32";"Ул. 1-го Мая";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725304";"{type=Point, coordinates=[37.1737246860349, 55.973631073311]}";
"14741";"«Улица Летчицы Тарасовой », улица Лётчицы Тарасовой (от центра)";"37.170432714197";"55.9758985863275";"улица Лётчицы Тарасовой";"Зеленоградский административный округ";"район Крюково";"АЗ-25; АЗ-28; АЗ-11; АЗ-32К; АЗ-32";"Улица Летчицы Тарасовой";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725305";"{type=Point, coordinates=[37.170432714197, 55.9758985863275]}";
"14764";"«Метро Марксистская», Марксистская улица (от центра) (1)";"37.656693620571";"55.7404749870185";"Марксистская улица";"Центральный административный округ";"Таганский район";"Тб27; А901; АТ26; АН5";"Метро Марксистская";"от центра";"да";"ООО «Праймсайт»";"активна";"1725306";"{type=Point, coordinates=[37.656693620571, 55.7404749870185]}";
"16225";"«Марушкино», Боровское шоссе (в центр)";"37.2220349992068";"55.5891495133074";"Боровское шоссе";"Новомосковский административный округ";"поселение Марушкинское";"А526";"Марушкино";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725308";"{type=Point, coordinates=[37.222035029978, 55.589149144261]}";
"16228";"«Марушкино», Боровское шоссе (от центра) (1)";"37.2217422918672";"55.5896623327315";"Боровское шоссе";"Новомосковский административный округ";"поселение Марушкинское";"А526";"Марушкино";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725309";"{type=Point, coordinates=[37.221742322928, 55.589661963673]}";
"16229";"«АЗС», Боровское шоссе (от центра) (1)";"37.2313192628585";"55.592334360356";"Боровское шоссе";"Новомосковский административный округ";"поселение Марушкинское";"А526";"АЗС";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725310";"{type=Point, coordinates=[37.231319293613, 55.592333991047]}";
"16287";"«Челобитьевское ш., 14», Челобитьевское шоссе (в центр)";"37.5551693455895";"55.9117678319768";"Челобитьевское шоссе";"Северо-Восточный административный округ";"район Северный";"А843";"Челобитьевское ш., 14";"в центр";"нет";"";"активна";"1725311";"{type=Point, coordinates=[37.5551693455895, 55.9117678319768]}";
"16288";"«Челобитьевское ш., 12», Челобитьевское шоссе (в центр)";"37.55175681144";"55.9121533818656";"Челобитьевское шоссе";"Северо-Восточный административный округ";"район Северный";"А843";"Челобитьевское ш., 12";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725312";"{type=Point, coordinates=[37.55175681144, 55.9121533818656]}";
"16289";"«Челобитьевское ш., 12», Челобитьевское шоссе (от центра)";"37.5521825342417";"55.9120218048793";"Челобитьевское шоссе";"Северо-Восточный административный округ";"район Северный";"А843";"Челобитьевское ш., 12";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725313";"{type=Point, coordinates=[37.5521825342417, 55.9120218048793]}";
"16290";"«Школа», Челобитьевское шоссе (от центра)";"37.5463978632922";"55.9151775029635";"Челобитьевское шоссе";"Северо-Восточный административный округ";"район Северный";"А843";"Школа";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725314";"{type=Point, coordinates=[37.5463978632922, 55.9151775029635]}";
"16291";"«Школа», Челобитьевское шоссе (в центр)";"37.5470011046247";"55.9157410933457";"Челобитьевское шоссе";"Северо-Восточный административный округ";"район Северный";"А843";"Школа";"в центр";"нет";"";"активна";"1725315";"{type=Point, coordinates=[37.5470011046247, 55.9157410933457]}";
"16292";"«Северный - 9-й мкр.», проезд без названия (от центра)";"37.5405012871337";"55.9220583819357";"проезд без названия";"Северо-Восточный административный округ";"район Северный";"А836; А843";"Северный - 9-й мкр.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725316";"{type=Point, coordinates=[37.5405012871337, 55.9220583819357]}";
"10930";"«Автобаза», проезд без названия (в центр)";"37.1545250371912";"55.4125429139405";"проезд без названия";"Троицкий административный округ";"поселение Михайлово-Ярцевское";"А512; А514; А804";"Автобаза";"в центр";"нет";"";"активна";"1725317";"{type=Point, coordinates=[37.1545250371912, 55.4125429139405]}";
"10931";"«Автобаза», проезд без названия (от центра)";"37.1540895595348";"55.4128407133381";"проезд без названия";"Троицкий административный округ";"поселение Михайлово-Ярцевское";"А512; А514; А804";"Автобаза";"от центра";"нет";"";"активна";"1725318";"{type=Point, coordinates=[37.1540895595348, 55.4128407133381]}";
"15363";"«Метро Марьино (южн.) (выс.)», Люблинская улица (от центра) (1)";"37.7453881898957";"55.6492963827874";"Люблинская улица";"Юго-Восточный административный округ";"район Марьино";"А762; А81; АС9; А55";"Метро Марьино (южн.) (выс.)";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725320";"{type=Point, coordinates=[37.7453881898957, 55.6492963827874]}";
"15365";"«Платф. Трикотажная (пос.)», Волоколамское шоссе (от центра)";"37.4022077447106";"55.8315367144411";"Волоколамское шоссе";"Северо-Западный административный округ";"район Покровское-Стрешнево";"А210; А266; А837; А930; А614; А248; А640; А741; А631; А2; А904К; А904; А400Т";"Платф. Трикотажная (пос.)";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725321";"{type=Point, coordinates=[37.4022077447106, 55.8315367144411]}";
"15366";"«Платф. Трикотажная (пос.)», Волоколамское шоссе (в центр)";"37.403131420934";"55.8309717855745";"Волоколамское шоссе";"Северо-Западный административный округ";"район Покровское-Стрешнево";"А210; А266; А930; А614; А248; А640; А741; А631; А2; А904К; А904; А400Т";"Платф. Трикотажная (пос.)";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725322";"{type=Point, coordinates=[37.403131420934, 55.8309717855745]}";
"15368";"«Метро Технопарк», проспект Андропова (от центра)";"37.66628736";"55.69568105";"проспект Андропова";"Южный административный округ";"Даниловский район";"А299; А608; А263; А291; АТ67; А901; А670; А156";"Метро Технопарк";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725323";"{type=Point, coordinates=[37.66628736, 55.69568105]}";
"15369";"«Ул. Газопровод, 3», улица Газопровод (от центра)";"37.6042426573185";"55.5903910078644";"улица Газопровод";"Южный административный округ";"район Чертаново Южное";"А118; А668";"Ул. Газопровод, 3";"от центра";"нет";"";"активна";"1725324";"{type=Point, coordinates=[37.604242687744, 55.590390638601]}";
"15376";"«Гольф-комплекс», Островная улица (в центр)";"37.4474003902507";"55.7544109068375";"Островная улица";"Западный административный округ";"район Крылатское";"А832";"Гольф-комплекс";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725326";"{type=Point, coordinates=[37.447400421978, 55.754410538804]}";
"15377";"«Гольф-комплекс», Островная улица (от центра)";"37.4474533787742";"55.7548300770855";"Островная улица";"Западный административный округ";"район Крылатское";"А832";"Гольф-комплекс";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725327";"{type=Point, coordinates=[37.447453410004, 55.75482970895]}";
"13406";"«Метро ВДНХ (выс.)», проспект Мира (в центр)";"37.6429373824344";"55.8230198180897";"проспект Мира";"Северо-Восточный административный округ";"Останкинский район";"А789; А286; Тб14; Тб76; АН6";"Метро ВДНХ (выс.)";"в центр";"нет";"";"активна";"1725329";"{type=Point, coordinates=[37.6429373824344, 55.8230198180897]}";
"13408";"«Комсомольский просп.», Комсомольский проспект (от центра)";"37.5716817656582";"55.7197231576211";"Комсомольский проспект";"Центральный административный округ";"район Хамовники";"Тб28; АА; АБК; АБ";"Комсомольский просп.";"от центра";"нет";"";"активна";"1725330";"{type=Point, coordinates=[37.5716817656582, 55.7197231576211]}";
"13439";"«Ул. Семеновский вал», Семёновский проезд (в центр) (2)";"37.7157393876698";"55.7765474803808";"Семёновский проезд";"Восточный административный округ";"район Соколиная Гора";"А730";"Ул. Семеновский вал";"в центр";"нет";"";"активна";"1725331";"{type=Point, coordinates=[37.715739418221, 55.776547112133]}";
"11088";"«Оранжерейная ул.», Салтыковская улица (в центр)";"37.8736807470316";"55.7186469232043";"Салтыковская улица";"Восточный административный округ";"район Косино-Ухтомский";"А792; А14; А613; А885";"Оранжерейная ул.";"в центр";"нет";"";"активна";"1725332";"{type=Point, coordinates=[37.8736807470316, 55.7186469232043]}";
"11089";"«Оранжерейная ул.», Салтыковская улица (от центра)";"37.8735629222202";"55.7190925212581";"Салтыковская улица";"Восточный административный округ";"район Косино-Ухтомский";"А792; А14; А613; А885";"Оранжерейная ул.";"от центра";"нет";"";"активна";"1725333";"{type=Point, coordinates=[37.8735629222202, 55.7190925212581]}";
"11095";"«Постниково», Центральная улица (в центр)";"37.2450655884654";"55.600734364666";"Центральная улица";"Западный административный округ";"район Внуково";"А611; А878; А889; А526; А32; А950; А964";"Постниково";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725334";"{type=Point, coordinates=[37.2450655884654, 55.600734364666]}";
"11104";"«Советская ул.», Советская улица (от центра)";"37.2029458043013";"55.5983092227479";"Советская улица";"Новомосковский административный округ";"поселение Марушкинское";"А611; А878; А889; А32; А950; А964";"Советская ул.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725335";"{type=Point, coordinates=[37.2029458043013, 55.5983092227479]}";
"11105";"«Советская ул.», Советская улица (в центр)";"37.2036762447044";"55.5980821813163";"Советская улица";"Западный административный округ";"район Внуково";"А611; А878; А889; А32; А950; А964";"Советская ул.";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725336";"{type=Point, coordinates=[37.2036762447044, 55.5980821813163]}";
"11106";"«Дер. Толстопальцево», Советская улица (от центра)";"37.1910792735937";"55.6045514012559";"Советская улица";"Западный административный округ";"район Внуково";"А611; А878; А889; А32; А950";"Дер. Толстопальцево";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725337";"{type=Point, coordinates=[37.1910792735937, 55.6045514012559]}";
"11107";"«Дер. Толстопальцево», Центральная улица (в центр)";"37.1919213697563";"55.6046544623186";"Центральная улица";"Западный административный округ";"район Внуково";"А611; А889; А32";"Дер. Толстопальцево";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725338";"{type=Point, coordinates=[37.1919213697563, 55.6046544623186]}";
"11108";"«Ж.д. ст. Толстопальцево», Советская улица (в центр)";"37.1862754407251";"55.6072983284459";"Советская улица";"Новомосковский административный округ";"поселение Кокошкино";"А611; А878; А889; А32; А950";"Ж.д. ст. Толстопальцево";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725339";"{type=Point, coordinates=[37.1862754407251, 55.6072983284459]}";
"11109";"«Толстопальцево - 5», Центральная улица (в центр)";"37.1950101119499";"55.6067593825914";"Центральная улица";"Западный административный округ";"район Внуково";"А889; А32";"Толстопальцево - 5";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725340";"{type=Point, coordinates=[37.195010142682, 55.606759013662]}";
"11110";"«Толстопальцево - 5», Центральная улица (в центр) (1)";"37.1945732449314";"55.6067020344503";"Центральная улица";"Западный административный округ";"район Внуково";"А889; А32";"Толстопальцево - 5";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725341";"{type=Point, coordinates=[37.19457327579, 55.606701665285]}";
"11113";"«Лес (выс., пос.)», Новозаводская улица (в центр)";"37.4841576294057";"55.7526974089016";"Новозаводская улица";"Западный административный округ";"район Филёвский Парк";"А116; А104; А653; А130";"Лес (выс., пос.)";"в центр";"нет";"";"активна";"1725342";"{type=Point, coordinates=[37.4841576294057, 55.7526974089016]}";
"11114";"«ул. Александры Монаховой, 10», улица Александры Монаховой (в центр)";"37.4749763047889";"55.572023655729";"улица Александры Монаховой";"Новомосковский административный округ";"поселение Сосенское";"А117; А895; А895К";"ул. Александры Монаховой, 10";"в центр";"нет";"";"активна";"1725343";"{type=Point, coordinates=[37.4749763047889, 55.572023655729]}";
"11158";"«Ул. Перерва», Краснодарская улица (от центра)";"37.7796602795155";"55.6703303150306";"Краснодарская улица";"Юго-Восточный административный округ";"район Люблино";"АС4";"Ул. Перерва";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725344";"{type=Point, coordinates=[37.7796602795155, 55.6703303150306]}";
"11160";"«Ул. Марьинский Парк, 27», Краснодарская улица (в центр)";"37.7846841316257";"55.6663470191986";"Краснодарская улица";"Юго-Восточный административный округ";"район Люблино";"АС4";"Ул. Марьинский Парк, 27";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725345";"{type=Point, coordinates=[37.7846841316257, 55.6663470191986]}";
"11161";"«Ул. Марш. Кожедуба», Краснодарская улица (от центра)";"37.781610784144";"55.6684570443066";"Краснодарская улица";"Юго-Восточный административный округ";"район Люблино";"АС4";"Ул. Марш. Кожедуба";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725346";"{type=Point, coordinates=[37.781610784144, 55.6684570443066]}";
"11162";"«Соколово-Мещерская ул.», Соколово-Мещерская улица (от центра)";"37.3857147391657";"55.9023283005761";"Соколово-Мещерская улица";"Северо-Западный административный округ";"район Куркино";"А268; А268К; А958";"Соколово-Мещерская ул.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725347";"{type=Point, coordinates=[37.3857147391657, 55.9023283005761]}";
"11164";"«Алтуфьевское ш.», улица Пришвина (в центр)";"37.5895157656886";"55.88975087728";"улица Пришвина";"Северо-Восточный административный округ";"район Бибирево";"А53";"Алтуфьевское ш.";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725349";"{type=Point, coordinates=[37.589515796552, 55.889750509815]}";
"11166";"«Новокуркинское ш., 25», Юровская улица (в центр)";"37.3956070621168";"55.8982900106591";"Юровская улица";"Северо-Западный административный округ";"район Куркино";"А268; А268К; А958; А212";"Новокуркинское ш., 25";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725350";"{type=Point, coordinates=[37.3956070621168, 55.8982900106591]}";
"11167";"«Новокуркинское ш., 25», улица Соловьиная Роща (в центр)";"37.3967145948781";"55.897659304771";"улица Соловьиная Роща";"Северо-Западный административный округ";"район Куркино";"А268; А268К; А958";"Новокуркинское ш., 25";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725351";"{type=Point, coordinates=[37.3967145948781, 55.897659304771]}";
"11168";"«Новокуркинское ш., 35», Новокуркинское шоссе (в центр)";"37.3911456266195";"55.9022027568778";"Новокуркинское шоссе";"Северо-Западный административный округ";"район Куркино";"А959; А268; А268К";"Новокуркинское ш., 35";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725352";"{type=Point, coordinates=[37.3911456266195, 55.9022027568778]}";
"11169";"«Ул. Соловьиная Роща», улица Соловьиная Роща (от центра)";"37.398726686073";"55.8945484349905";"улица Соловьиная Роща";"Северо-Западный административный округ";"район Куркино";"А268; А268К; А212";"Ул. Соловьиная Роща";"от центра";"нет";"";"активна";"1725353";"{type=Point, coordinates=[37.398726686073, 55.8945484349905]}";
"11170";"«Родионовская ул., 9», Родионовская улица (от центра)";"37.3941862652805";"55.8938261871281";"Родионовская улица";"Северо-Западный административный округ";"район Куркино";"А268; А268К";"Родионовская ул., 9";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725354";"{type=Point, coordinates=[37.3941862652805, 55.8938261871281]}";
"15499";"«Управа района Северный», проезд без названия (в центр)";"37.5525999381664";"55.9336028891749";"проезд без названия";"Северо-Восточный административный округ";"район Северный";"А836; А843; АТ78";"Управа района Северный";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725355";"{type=Point, coordinates=[37.5525999381664, 55.9336028891749]}";
"11190";"«4-й мкр. Кожухова», Лухмановская улица (от центра)";"37.8999513229654";"55.7162625970677";"Лухмановская улица";"Восточный административный округ";"район Косино-Ухтомский";"А792; А849; А744; А808; А726; А613; А773; АН4; А821; А855; А872";"4-й мкр. Кожухова";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725356";"{type=Point, coordinates=[37.8999513229654, 55.7162625970677]}";
"11192";"«4-й мкр. Кожухова (пос.)», Лухмановская улица (в центр)";"37.8990724216883";"55.7153746872384";"Лухмановская улица";"Восточный административный округ";"район Косино-Ухтомский";"А849; А808; А726; А613; А773; А855";"4-й мкр. Кожухова (пос.)";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725357";"{type=Point, coordinates=[37.8990724216883, 55.7153746872384]}";
"11193";"«Святоозерская ул.», Лухмановская улица (от центра)";"37.8986957742369";"55.713222712271";"Лухмановская улица";"Восточный административный округ";"район Косино-Ухтомский";"А849; А808; А726; А613; А773; А855";"Святоозерская ул.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725358";"{type=Point, coordinates=[37.8986957742369, 55.713222712271]}";
"11196";"«Озерная ул. (пос.)», Мичуринский проспект (от центра)";"37.4499078482822";"55.6706256788724";"Мичуринский проспект";"Западный административный округ";"район Очаково-Матвеевское";"А66; А793; А830; А856; А810; А718; А720; А720К; А950; А752; А902; АН1; А788";"Озерная ул. (пос.)";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725359";"{type=Point, coordinates=[37.4499078482822, 55.6706256788724]}";
"11197";"«ДСК - 3», Боровское шоссе (от центра) (1)";"37.4255816778068";"55.6612008480395";"Боровское шоссе";"Западный административный округ";"район Солнцево";"А793; А856; А718; А518; А720; А720К; А752; А902; АН1; А788";"ДСК - 3";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1725360";"{type=Point, coordinates=[37.4255816778068, 55.6612008480395]}";
"11198";"«ДСК (3)», Боровское шоссе (в центр)";"37.4272764246574";"55.6610645861539";"Боровское шоссе";"Западный административный округ";"район Солнцево";"А767; А718; А518; А720; А720К; А950; А752";"ДСК - 3";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725361";"{type=Point, coordinates=[37.4272764246574, 55.6610645861539]}";
"11199";"«Братеевский мост», улица Борисовские Пруды (в центр)";"37.7462475740495";"55.6376450177288";"улица Борисовские Пруды";"Южный административный округ";"район Братеево";"А738; А742";"Братеевский мост";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1725362";"{type=Point, coordinates=[37.7462475740495, 55.6376450177288]}";
